ID - код товара учетной системы поставщика	Название компании	Артикул производителя запчасти	Производитель запчасти	Наименование запчасти	Описание запчасти в свободной форме	Вес, кг	Склад	Валюта	Ставка НДС	Город наличия товаров	"Список номеров аналогов, на которые еще подходит данная запчасть (для поиска) перечислены через "";"""	"Список брендов техники, на которые подходит запчасть (для поиска) перечислены через "";"""
00-00177126	ООО "Компания ИмПарт"	1033091	JEMCO	1033091-JMCO ЗВЕЗДОЧКА	1033091-JMCO ЗВЕЗДОЧКА	46	8;9035,00	RUR	НДС 20%	Екатеринбург	1033091; HT1025; UR190H421	
00-00000810	ООО "Компания ИмПарт"	1033091	KTSU	1033091-KTSU ЗВЕЗДОЧКА	1033091-KTSU ЗВЕЗДОЧКА	55	2;6988,00	RUR	НДС 20%	Екатеринбург	1033091; HT1025; UR190H421	
00-00021920	ООО "Компания ИмПарт"	1033163	JH	1033163-JH ЗВЕЗДОЧКА	1033163-JH ЗВЕЗДОЧКА	68	6;9972,00	RUR	НДС 20%	Екатеринбург	1033163; HT804; UR216H021	
00-00177132	ООО "Компания ИмПарт"	1033163	JEMCO	1033163-JMCO ЗВЕЗДОЧКА	1033163-JMCO ЗВЕЗДОЧКА	73	4;14243,00	RUR	НДС 20%	Екатеринбург	1033163; HT804; UR216H021	
00-00001134	ООО "Компания ИмПарт"	1033227	PUKDOO	1033227-PK ЗВЕЗДОЧКА (Z = 21, 24 отв.)	1033227-PK ЗВЕЗДОЧКА (Z = 21, 24 отв.)	62	6;8706,00	RUR	НДС 20%	Екатеринбург	1033227; HT1043	HITACHI
00-00022253	ООО "Компания ИмПарт"	1061618	ITR	1061618 Втулка  KL047-D0-32	Втулка  KL047-D0-32	2,31	2;1588,00	RUR	НДС 20%	Екатеринбург		
00-00022267	ООО "Компания ИмПарт"	1061620	ITR	1061620 Палец  KL047-D0-22	Палец  KL047-D0-22	1,9	2;1405,00	RUR	НДС 20%	Екатеринбург		
00-00002094	ООО "Компания ИмПарт"	1061625	ITR	1061625 ЗВЕНО ЦЕПИ ПРАВОЕ KL047-D0-11	1061625 ЗВЕНО ЦЕПИ ПРАВОЕ KL047-D0-11	4,3	2;1666,00	RUR	НДС 20%	Екатеринбург		
00-00002095	ООО "Компания ИмПарт"	1061626	ITR	1061626-US ЗВЕНО ЦЕПИ ПРАВОЕ KL047-D0-11	1061626-US ЗВЕНО ЦЕПИ ПРАВОЕ KL047-D0-11	4,3	2;1666,00	RUR	НДС 20%	Екатеринбург		
00-00022189	ООО "Компания ИмПарт"	1073378	ITR	1073378-US ПАЛЕЦ КОРОНКИ	1073378-US ПАЛЕЦ КОРОНКИ	0,64	1;158,00	RUR	НДС 20%	Екатеринбург	107-3378; 2705-1034; 6Y8558; 6Y3394; 2713-1226	CAT
00-00022307	ООО "Компания ИмПарт"	1077331	ITR	1077331 Вкладыш шатунный	Вкладыш шатунный	0,73	8;1594,00	RUR	НДС 20%	Екатеринбург		
00-00003150	ООО "Компания ИмПарт"	108-00021A	JEMCO	108-00021A-JC ЗВЕЗДОЧКА	108-00021A-JC ЗВЕЗДОЧКА	65	1;11939,00	RUR	НДС 20%	Екатеринбург	2108-4003; 2108-4003A; 200108-00057; 108-00021A	
00-00002334	ООО "Компания ИмПарт"	108-0946	KBJ	108-0946-KB НАБОР СЕГМЕНТОВ	108-0946-KB НАБОР СЕГМЕНТОВ	33,64	2;5600,00	RUR	НДС 20%	Екатеринбург	108-0946; S01042L0M05	
00-00022353	ООО "Компания ИмПарт"	109625-4410	ISUZU	109625-4410 Сальник коленвала	Сальник коленвала 109625-4410	0,11	1;4098,00	RUR	НДС 20%	Екатеринбург		
00-00022331	ООО "Компания ИмПарт"	1112612880	ISUZU	1112612880 Гильза	Гильза	2,5	6;29702,00	RUR	НДС 20%	Екатеринбург		
00-00022348	ООО "Компания ИмПарт"	111367-0640	ISUZU	111367-0640 Прокладка 187610010	Прокладка 187610010	0,15	1;2549,00	RUR	НДС 20%	Екатеринбург		
00-00022332	ООО "Компания ИмПарт"	111510-0601	ISUZU	111510-0601 Главный металл	Главный металл	2,15	1;81479,00	RUR	НДС 20%	Екатеринбург		
00-00022347	ООО "Компания ИмПарт"	112111-7060	ISUZU	112111-7060 Поршень	Поршень	2,2	6;24695,00	RUR	НДС 20%	Екатеринбург		
00-00022326	ООО "Компания ИмПарт"	1122710480	AM	1122710480 Вкладыши шатунные	Вкладыши шатунные	0,29	1;2065,00	RUR	НДС 20%	Екатеринбург		
00-00022333	ООО "Компания ИмПарт"	112310-4971	ISUZU	112310-4971 Коленвал	Коленвал	90	1;412946,00	RUR	НДС 20%	Екатеринбург		
00-00022350	ООО "Компания ИмПарт"	113671-2710	ISUZU	113671-2710 Ремень	Ремень	0,82	10;4539,00	RUR	НДС 20%	Екатеринбург		
00-00002614	ООО "Компания ИмПарт"	114-00246	HPAD	114-00246 СТОПОР КОРОНКИ	114-00246 СТОПОР КОРОНКИ	0,12	30;39,00	RUR	НДС 20%	Екатеринбург		
00-00002402	ООО "Компания ИмПарт"	115-6337	KTSU	115-6337-KT КОЛЕСО НАПРАВЛЯЮЩЕЕ	115-6337-KT КОЛЕСО НАПРАВЛЯЮЩЕЕ	106	1;21166,00	RUR	НДС 20%	Екатеринбург	115-6337; CR5786	
00-00001121	ООО "Компания ИмПарт"	115-6337	PUKDOO	115-6337-PK КОЛЕСО НАПРАВЛЯЮЩЕЕ	115-6337-PK КОЛЕСО НАПРАВЛЯЮЩЕЕ	132	1;28887,00	RUR	НДС 20%	Екатеринбург	115-6337; CR5786	
00-00000742	ООО "Компания ИмПарт"	117-5045	KTSU	117-5045-KTSU КАТОК ОПОРНЫЙ	117-5045-KTSU КАТОК ОПОРНЫЙ	35	36;7360,00	RUR	НДС 20%	Екатеринбург	117-5045; 163-4143; 1R8669; 1R-8669; 209-3386; 286-9823; 348-1867; 8E5034; 8E-5034; 964289; 965893; 991109; 993597; A7820000M00; D34310103; CR5109; CR5572	CAT
00-00000909	ООО "Компания ИмПарт"	120-5746	KBJ	120-5746-KBJ КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	120-5746-KBJ КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	56	48;13922,00	RUR	НДС 20%	Екатеринбург	2880934; UF189C2T; CR6088; A01060L0M00; VCR6088V; 1205746; 2-4347-TP; 120-5746; 125-4175; 288-0934; 1254175	CAT; HITACHI
00-00021946	ООО "Компания ИмПарт"	120-5746	KTSU	120-5746-KTSU КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	120-5746-KTSU КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	55	42;14409,00	RUR	НДС 20%	Екатеринбург	2880934; UF189C2T; CR6088; A01060L0M00; VCR6088V; 1205746; 2-4347-TP; 120-5746; 125-4175; 288-0934; 1254175	CAT; HITACHI
00-00231976	ООО "Компания ИмПарт"	120-5766	SEJIN	120-5766 КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	120-5766 КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	60	20;11923,00	RUR	НДС 20%	Екатеринбург	2880935; UG189C2T; 1205766; VCR6089V; B1060L0M00; 125-4176; 1254176; CR4298; 2-3239-TP; CR6089	CAT; HITACHI
00-00000910	ООО "Компания ИмПарт"	120-5766	KBJ	120-5766-KBJ КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	120-5766-KBJ КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	61	2;15400,00	RUR	НДС 20%	Екатеринбург	2880935; UG189C2T; 1205766; VCR6089V; B1060L0M00; 125-4176; 1254176; CR4298; 2-3239-TP; CR6089	HITACHI; CAT
00-00021949	ООО "Компания ИмПарт"	120-5766	KTSU	120-5766-KTSU КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	120-5766-KTSU КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	60	49;15609,00	RUR	НДС 20%	Екатеринбург	2880935; UG189C2T; 1205766; VCR6089V; B1060L0M00; 125-4176; 1254176; CR4298; 2-3239-TP; CR6089	HITACHI; CAT
00-00003152	ООО "Компания ИмПарт"	121-0824	KTSU	121-0824-KT КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	121-0824-KT КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	44,2	4;8200,00	RUR	НДС 20%	Екатеринбург	CR6152; VCR6152V; A01050L1M00; 2-2967; UF171C0T	
00-00001141	ООО "Компания ИмПарт"	124-3296	PUKDOO	124-3296-PK ЗВЕЗДОЧКА	124-3296-PK ЗВЕЗДОЧКА	67	1;9311,00	RUR	НДС 20%	Екатеринбург	124-3296; 179-2929; CR6593	CAT
00-00022124	ООО "Компания ИмПарт"	13G-72-61420	ROCK	13G-72-61420-CB НОЖ	13G-72-61420-CB НОЖ	24,3	3;3346,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00235252	ООО "Компания ИмПарт"	141-78-11253	HPAD	141-78-11253 КОРОНКА РЫХЛИТЕЛЯ	141-78-11253 КОРОНКА РЫХЛИТЕЛЯ	11,7	39;2876,00	RUR	НДС 20%	Екатеринбург		
00-00173997	ООО "Компания ИмПарт"	141-78-11253	ROCK	141-78-11253-CB КОРОНКА РЫХЛИТЕЛЯ	141-78-11253-CB КОРОНКА РЫХЛИТЕЛЯ	11,7	76;2876,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00002185	ООО "Компания ИмПарт"	144-32-21342	JEMCO	144-32-21342-JC МАСТЕР БОЛТ БАШМАЧНЫЙ	144-32-21342-JC МАСТЕР БОЛТ БАШМАЧНЫЙ	0,27	76;53,00	RUR	НДС 20%	Екатеринбург	144-32-21342; M19X1;5X98	KOMATSU
00-00022146	ООО "Компания ИмПарт"	144-70-11251	ROCK	144-70-11251-CB НОЖ БОКОВОЙ ЛЕВЫЙ	144-70-11251-CB НОЖ БОКОВОЙ ЛЕВЫЙ	15,7	1;2250,00	RUR	НДС 20%	Екатеринбург	14X-71-11330	KOMATSU
00-00021791	ООО "Компания ИмПарт"	144-874-5790	KOMATSU	144-874-5790 Гофра	Гофра	0,7	2;94033,00	RUR	НДС 20%	Екатеринбург		
00-00022256	ООО "Компания ИмПарт"	1487455	ITR	1487455 Клапан выпускной (6N9916)	Клапан выпускной (6N9916)	0,227	1;827,00	RUR	НДС 20%	Екатеринбург		
00-00227599	ООО "Компания ИмПарт"	14X-27-15112	JEMCO	14X-27-15112-JMCO НАБОР СЕГМЕНТОВ (9 шт х 14X-27-15111)	14X-27-15112-JMCO НАБОР СЕГМЕНТОВ (9 шт х 14X-27-15111)	73,8	19;16146,00	RUR	НДС 20%	Екатеринбург	14X-27-15111; 14X-27-15112; KM2111; S40655F0M00; 16Y-18-00014	KOMATSU
00-00021974	ООО "Компания ИмПарт"	14X-30-00080	JH	14X-30-00080-JH  КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	14X-30-00080-JH  КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	58	67;11794,00	RUR	НДС 20%	Екатеринбург	A40650E0Y00; 14X-30-00031; 14X-30-00033; 14X-30-00035; 14X-30-00081; 14X-30-00082; 14X-30-00083E; 14X-30-00084; 14X-30-00085; 14X-30-00087; 14X-30-00127; 14X-30-01020; ZZ14X3000083; VKM2101V; 14X-30-00126; KM2101ET-K; A40650E0M00; 14X-30-00080; 14X-30-00126; 16Y-40-09000; UF196K0T; 2-4365-TP; 14X-30-14100	KOMATSU
00-00000883	ООО "Компания ИмПарт"	14X-30-00080	KBJ	14X-30-00080-KBJ КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	14X-30-00080-KBJ КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	55	36;12542,00	RUR	НДС 20%	Екатеринбург	A40650E0Y00; 14X-30-00031; 14X-30-00033; 14X-30-00035; 14X-30-00081; 14X-30-00082; 14X-30-00083E; 14X-30-00084; 14X-30-00085; 14X-30-00087; 14X-30-00127; 14X-30-01020; ZZ14X3000083; VKM2101V; 14X-30-00126; KM2101ET-K; A40650E0M00; 14X-30-00080; 14X-30-00126; 16Y-40-09000; UF196K0T; 2-4365-TP; 14X-30-14100	KOMATSU
00-00021972	ООО "Компания ИмПарт"	14X-30-00080	KTSU	14X-30-00080-KTSU  КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	14X-30-00080-KTSU  КАТОК ОПОРНЫЙ ОДНОБОРТНЫЙ	55	3;12200,00	RUR	НДС 20%	Екатеринбург	A40650E0Y00; 14X-30-00031; 14X-30-00033; 14X-30-00035; 14X-30-00081; 14X-30-00082; 14X-30-00083E; 14X-30-00084; 14X-30-00085; 14X-30-00087; 14X-30-00127; 14X-30-01020; ZZ14X3000083; VKM2101V; 14X-30-00126; KM2101ET-K; A40650E0M00; 14X-30-00080; 14X-30-00126; 16Y-40-09000; UF196K0T; 2-4365-TP; 14X-30-14100	KOMATSU
00-00021966	ООО "Компания ИмПарт"	14X-30-00090	JH	14X-30-00090-JH КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	14X-30-00090-JH КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	60	31;13001,00	RUR	НДС 20%	Екатеринбург	14X-30-00090; B40650E0M00; B40650E0Y00; 14X-30-00040; 14X-30-00041; 14X-30-00043; 14X-30-00045; 14X-30-00091; 14X-30-00092; 14X-30-00093; 14X-30-00095; 14X-30-00096; 14X-30-00135; 14X-30-00136; 14X-30-00136; 14X-30-01030; 14X-30-14200; 16Y-40-10000; UG196K0T; 2-4368-TP	KOMATSU
00-00000884	ООО "Компания ИмПарт"	14X-30-00090	KBJ	14X-30-00090-KBJ КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	14X-30-00090-KBJ КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	61,8	13;14862,00	RUR	НДС 20%	Екатеринбург	14X-30-00090; B40650E0M00; B40650E0Y00; 14X-30-00040; 14X-30-00041; 14X-30-00043; 14X-30-00045; 14X-30-00091; 14X-30-00092; 14X-30-00093; 14X-30-00095; 14X-30-00096; 14X-30-00135; 14X-30-00136; 14X-30-00136; 14X-30-01030; 14X-30-14200; 16Y-40-10000; UG196K0T; 2-4368-TP	KOMATSU
00-00021965	ООО "Компания ИмПарт"	14X-30-00090	KTSU	14X-30-00090-KTSU КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	14X-30-00090-KTSU КАТОК ОПОРНЫЙ ДВУБОРТНЫЙ	60,1	1;15400,00	RUR	НДС 20%	Екатеринбург	14X-30-00090; B40650E0M00; B40650E0Y00; 14X-30-00040; 14X-30-00041; 14X-30-00043; 14X-30-00045; 14X-30-00091; 14X-30-00092; 14X-30-00093; 14X-30-00095; 14X-30-00096; 14X-30-00135; 14X-30-00136; 14X-30-00136; 14X-30-01030; 14X-30-14200; 16Y-40-10000; UG196K0T; 2-4368-TP	KOMATSU
00-00216216	ООО "Компания ИмПарт"	14X-30-00112	JEMCO	14X-30-00112 14X-30-00114-JMCO КОЛЕСО НАПРАВЛЯЮЩЕЕ	14X-30-00114-JMCO КОЛЕСО НАПРАВЛЯЮЩЕЕ	210	7;53773,00	RUR	НДС 20%	Екатеринбург	14X-30-00114; 14X-30-00110; 14X-30-00111; 14X-30-00112; 14X-30-00113; 14X-30-00115; 14X-30-00116; 14X-30-00117; 14X-30-00160; KM2107; KM2107A; UX101K5E; PV0654A1M00	KOMATSU
00-00215621	ООО "Компания ИмПарт"	14X-30-00114	HSB	14X-30-00114-HSB КОЛЕСО НАПРАВЛЯЮЩЕЕ	14X-30-00114-HSB КОЛЕСО НАПРАВЛЯЮЩЕЕ	210	1;49398,00	RUR	НДС 20%	Екатеринбург	14X-30-00114; 14X-30-00110; 14X-30-00111; 14X-30-00112; 14X-30-00113; 14X-30-00115; 14X-30-00116; 14X-30-00117; 14X-30-00160; KM2107; KM2107A; UX101K5E; PV0654A1M00	KOMATSU
00-00022041	ООО "Компания ИмПарт"	14X-30-00116	KMF	14X-30-00116-KMF КОЛЕСО НАПРАВЛЯЮЩЕЕ 14X-30-00114	14X-30-00116-KMF КОЛЕСО НАПРАВЛЯЮЩЕЕ 14X-30-00114	162,51	7;48758,00	RUR	НДС 20%	Екатеринбург	14X-30-00114; 14X-30-00110; 14X-30-00111; 14X-30-00112; 14X-30-00113; 14X-30-00115; 14X-30-00116; 14X-30-00117; 14X-30-00160; KM2107; KM2107A; UX101K5E; PV0654A1M00	KOMATSU
00-00021987	ООО "Компания ИмПарт"	14X-30-00140	JH	14X-30-00140-JH КАТОК ПОДДЕРЖИВАЮЩИЙ	14X-30-00140-JH КАТОК ПОДДЕРЖИВАЮЩИЙ	34	45;6931,00	RUR	НДС 20%	Екатеринбург	14X-30-00140; 141-30-00560; 141-30-00561; 141-30-00562; 141-30-00563; 141-30-00564; 141-30-00565; 141-30-00566; 141-30-00566E; 144-81-30050; 144-81-30051; 144-81-30052; 144-81-30053; 144-81-30054; 14X-30-00140; 14X-30-00141; 14X-30-00142; 14X-30-00143; 14X-30-00180; 14X-30-00181; 14X-30-07200; 14X-30-15001; UH101K1B; C40651E0M00; 2-0820-TP; 16Y-40-06000; KM2102; 2-1150-TP; 141-30-00568; 144-813-0050; 144-813-0051; 144-813-0052; 144-813-0053; 144-813-0054; C40651A0M00; KM118; VC4065A0; KM2105; VC4065E0; C40651E0M00;  14X-30-00142E; VKM2105V; P16Y-40-06000	SHANTUI; KOMATSU
00-00021983	ООО "Компания ИмПарт"	14X-30-00140	KTSU	14X-30-00140-KTSU КАТОК ПОДДЕРЖИВАЮЩИЙ	14X-30-00140-KTSU КАТОК ПОДДЕРЖИВАЮЩИЙ	34	10;9525,00	RUR	НДС 20%	Екатеринбург	14X-30-00140; 141-30-00560; 141-30-00561; 141-30-00562; 141-30-00563; 141-30-00564; 141-30-00565; 141-30-00566; 141-30-00566E; 144-81-30050; 144-81-30051; 144-81-30052; 144-81-30053; 144-81-30054; 14X-30-00140; 14X-30-00141; 14X-30-00142; 14X-30-00143; 14X-30-00180; 14X-30-00181; 14X-30-07200; 14X-30-15001; UH101K1B; C40651E0M00; 2-0820-TP; 16Y-40-06000; KM2102; 2-1150-TP; 141-30-00568; 144-813-0050; 144-813-0051; 144-813-0052; 144-813-0053; 144-813-0054; C40651A0M00; KM118; VC4065A0; KM2105; VC4065E0; C40651E0M00;  14X-30-00142E; VKM2105V; P16Y-40-06000	KOMATSU; SHANTUI
00-00021875	ООО "Компания ИмПарт"	14X-32-00010	KBJ	14X-32-00010-KBJ ЦЕПЬ ГУСЕНИЧНАЯ 39 ЗВ СМАЗЫВАЕМАЯ	14X-32-00010-KBJ ЦЕПЬ ГУСЕНИЧНАЯ 39 ЗВ СМАЗЫВАЕМАЯ	633	7;151718,00	RUR	НДС 20%	Екатеринбург	14X-32-00010; 14X-32-00012; 14X-32-01140; KM2094/39; G40650E0M00039; UL203K5L39; 14X-32-00100; KM2095/39; E40657E0M00039	KOMATSU
00-00000849	ООО "Компания ИмПарт"	14X-32-00100	KBJ	14X-32-00100-KBJ ЦЕПЬ ГУСЕНИЧНАЯ 39 ЗВ	14X-32-00100-KBJ ЦЕПЬ ГУСЕНИЧНАЯ 39 ЗВ	640	10;135443,00	RUR	НДС 20%	Екатеринбург	14X-32-00100; KM2095/39; E40657E0M00039; 14X-32-00010; 14X-32-00012; 14X-32-01140; KM2094/39; G40650E0M00039; UL203K5L39	KOMATSU
00-00022692	ООО "Компания ИмПарт"	14X-32-01100	KBJ	14X-32-01100-KBJ ГУСЕНИЦА В СБОРЕ  39 ЗВ  510 ММ СМАЗЫВАЕМАЯ	14X-32-01100-KBJ ГУСЕНИЦА В СБОРЕ  39 ЗВ  510 ММ СМАЗЫВАЕМАЯ	1430	4;299147,00	RUR	НДС 20%	Екатеринбург	14X-32-01100; KM2097/39/510	
00-00000646	ООО "Компания ИмПарт"	14X-32-01100	KTSU	14X-32-01100-KTSU ГУСЕНИЦА В СБОРЕ  39 ЗВ  510 ММ СМАЗЫВАЕМАЯ	14X-32-01100-KTSU ГУСЕНИЦА В СБОРЕ  39 ЗВ  510 ММ СМАЗЫВАЕМАЯ	1429	4;299531,00	RUR	НДС 20%	Екатеринбург	14X-32-01100; KM2097/39/510	
00-00022148	ООО "Компания ИмПарт"	14X-71-11340	LF	14X-71-11340-LF НОЖ БОКОВОЙ ПРАВЫЙ	14X-71-11340-LF НОЖ БОКОВОЙ ПРАВЫЙ	15,7	1;1731,00	RUR	НДС 20%	Екатеринбург	144-70-11261; 16Y-81-00003	KOMATSU
00-00022137	ООО "Компания ИмПарт"	14X-72-51810	ROCK	14X-72-51810-CB НОЖ	14X-72-51810-CB НОЖ	39,7	3;3000,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00022240	ООО "Компания ИмПарт"	14Y-71-11210	ROCK	14Y-71-11210-CB НОЖ	14Y-71-11210-CB НОЖ	52	2;5596,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00177178	ООО "Компания ИмПарт"	152-8071	KBJ	152-8071-KB КОЛЬЦО ОПОРНОЕ	152-8071-KB КОЛЬЦО ОПОРНОЕ	0,03	4;51,00	RUR	НДС 20%	Екатеринбург		
00-00022257	ООО "Компания ИмПарт"	1528070-GA	GA	1528070-GA Кольцо	Кольцо	0,03	8;90,00	RUR	НДС 20%	Екатеринбург		
00-00022519	ООО "Компания ИмПарт"	154-21-22211	ITR	154-21-22211 Прокладка	Прокладка	0,01	6;33,00	RUR	НДС 20%	Екатеринбург		KOMATSU
00-00002715	ООО "Компания ИмПарт"	154-27-12320/01803-02228	HX	154-27-12320/01803-02228-HX ГАЙКА И БОЛТ СЕГМЕНТНЫЕ	154-27-12320/01803-02228-HX ГАЙКА И БОЛТ СЕГМЕНТНЫЕ	0,47	3;103,00	RUR	НДС 20%	Екатеринбург	154-27-12320-US; S4085200N16; KM225; 9W2999; 154-27-12320-HX;	CAT
